tab,fieldName,label,verdict,currentAnswer,suggestedCopyPaste
Markets & Footprint,geo_total_existing_rooms,geo_total_existing_rooms,Review,(empty),0
Markets & Footprint,geo_total_pipeline_hotels,geo_total_pipeline_hotels,Review,(empty),0
Markets & Footprint,geo_total_pipeline_rooms,geo_total_pipeline_rooms,Review,(empty),0
Markets & Footprint,geo_total_total_hotels,geo_total_total_hotels,Review,(empty),0
Markets & Footprint,geo_total_total_rooms,geo_total_total_rooms,Review,(empty),0
Markets & Footprint,numberOfMarkets,numberOfMarkets,Keep,26,26
Markets & Footprint,specificMarkets,specificMarkets,Keep,"Caribbean, Latin America","Caribbean, Latin America"
Markets & Footprint,luxuryExistingProperties,luxuryExistingProperties,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,luxuryExistingRooms,luxuryExistingRooms,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,luxuryPipelineProperties,luxuryPipelineProperties,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,luxuryPipelineRooms,luxuryPipelineRooms,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,luxuryProperties,luxuryProperties,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,luxuryRooms,luxuryRooms,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,luxuryAvgStaff,luxuryAvgStaff,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upperUpscaleExistingProperties,upperUpscaleExistingProperties,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upperUpscaleExistingRooms,upperUpscaleExistingRooms,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upperUpscalePipelineProperties,upperUpscalePipelineProperties,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upperUpscalePipelineRooms,upperUpscalePipelineRooms,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upperUpscaleProperties,upperUpscaleProperties,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upperUpscaleRooms,upperUpscaleRooms,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upperUpscaleAvgStaff,upperUpscaleAvgStaff,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upscaleExistingProperties,upscaleExistingProperties,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upscaleExistingRooms,upscaleExistingRooms,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upscalePipelineProperties,upscalePipelineProperties,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upscalePipelineRooms,upscalePipelineRooms,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upscaleProperties,upscaleProperties,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upscaleRooms,upscaleRooms,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upscaleAvgStaff,upscaleAvgStaff,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upperMidscaleExistingProperties,upperMidscaleExistingProperties,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upperMidscaleExistingRooms,upperMidscaleExistingRooms,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upperMidscalePipelineProperties,upperMidscalePipelineProperties,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upperMidscalePipelineRooms,upperMidscalePipelineRooms,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upperMidscaleProperties,upperMidscaleProperties,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upperMidscaleRooms,upperMidscaleRooms,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,upperMidscaleAvgStaff,upperMidscaleAvgStaff,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,midscaleExistingProperties,midscaleExistingProperties,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,midscaleExistingRooms,midscaleExistingRooms,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,midscalePipelineProperties,midscalePipelineProperties,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,midscalePipelineRooms,midscalePipelineRooms,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,midscaleProperties,midscaleProperties,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,midscaleRooms,midscaleRooms,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,midscaleAvgStaff,midscaleAvgStaff,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,economyExistingProperties,economyExistingProperties,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,economyExistingRooms,economyExistingRooms,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,economyPipelineProperties,economyPipelineProperties,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,economyPipelineRooms,economyPipelineRooms,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,economyProperties,economyProperties,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,economyRooms,economyRooms,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,economyAvgStaff,economyAvgStaff,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,totalProperties,totalProperties,Keep,42,42
Markets & Footprint,totalRooms,totalRooms,Keep,"5,000+","5,000+"
Markets & Footprint,chainScale,chainScale,Keep,"Upper Upscale, Upscale, Upper Midscale, Midscale","Upper Upscale, Upscale, Upper Midscale, Midscale"
Markets & Footprint,newBuildExperience,newBuildExperience,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,conversionExperience,conversionExperience,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,turnaroundExperience,turnaroundExperience,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,preOpeningExperience,preOpeningExperience,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,preOpeningRampLeadTimeMonths,preOpeningRampLeadTimeMonths,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,transitionExperience,transitionExperience,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,stabilizedExperience,stabilizedExperience,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,renovationExperience,renovationExperience,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,locationTypeUrban,locationTypeUrban,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,locationTypeSuburban,locationTypeSuburban,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,locationTypeResort,locationTypeResort,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,locationTypeAirport,locationTypeAirport,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,locationTypeSmallMetro,locationTypeSmallMetro,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,locationTypeInterstate,locationTypeInterstate,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,locationTypeTotal,locationTypeTotal,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,exitsDeflaggings,exitsDeflaggings,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,figuresAsOf,figuresAsOf,Keep,June 2026 (ALM Overview),June 2026 (ALM Overview)
Markets & Footprint,marketDepthOptIn,Add optional market narrative,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Markets & Footprint,mkt_narrative_depth,Market Depth One bullet per line (max 500). Each line: how you deploy resources in which markets—narrative standard per line; do not repeat geo grid numbers.,Keep,"Arbor reports 42 hotels across 26 metro markets, with integrated U.S. and Mexico City leadership. CALA-facing experience includes Mexico and broader LATAM markets with operations, sales, finance, HR, and communications support.","Arbor reports 42 hotels across 26 metro markets, with integrated U.S. and Mexico City leadership. CALA-facing experience includes Mexico and broader LATAM markets with operations, sales, finance, HR, and communications support."
Markets & Footprint,mkt_signal_years,Avg. Years in Core Markets * Average tenure or depth in your core markets—years or a short phrase owners will see on your profile.,Keep,20 years in business; Mexico City office operating for 3+ years,20 years in business; Mexico City office operating for 3+ years
Markets & Footprint,mkt_signal_gateway,"Gateway Market Concentration * Short label for how you concentrate in gateway vs secondary markets (e.g. selective, balanced).",Keep,Resort markets with some gateway-city exposure,Resort markets with some gateway-city exposure
Markets & Footprint,mkt_signal_mix,"Urban / Resort Mix * Portfolio split—percentages, ratio, or labels owners expect (e.g. 54% / 31%).",Keep,Resort-heavy with urban/lifestyle adjacency and all-inclusive focus,Resort-heavy with urban/lifestyle adjacency and all-inclusive focus
Markets & Footprint,mkt_regional_expertise_json,Local / regional expertise (JSON),Keep,"[{""title"":""Mexico City Hub"",""description"":""Fully operational Mexico City office with integrated functional teams across business development, operations, sales, marketing, accounting, finance, HR, and communications.""},{""title"":""CALA Coverage"",""description"":""Regional team experience spans Mexico plus broader LATAM and Caribbean operating contexts.""},{""title"":""Brand Familiarity"",""description"":""Appr…","[{""title"":""Mexico City Hub"",""description"":""Fully operational Mexico City office with integrated functional teams across business development, operations, sales, marketing, accounting, finance, HR, and communications.""},{""title"":""CALA Coverage"",""description"":""Regional team experience spans Mexico plus broader LATAM and Caribbean operating contexts.""},{""title"":""Brand Familiarity"",""description"":""Approved operator relationships across Marriott, Hilton, Hyatt, and IHG ecosystems.""},{""title"":""Market Nuance"",""description"":""ALM emphasizes local presence and real understanding rather than remote-only management.""}]"
Markets & Footprint,mkt_market_fit_signals_json,Market fit signals (JSON),Keep,"[{""title"":""Resort and Lifestyle"",""description"":""Track record includes resort/lifestyle and experience-led repositioning contexts.""},{""title"":""Conversion and Repositioning"",""description"":""Demonstrated reflag/repositioning execution including major renovation programs.""},{""title"":""Third-Party Management"",""description"":""CALA growth strategy explicitly includes third-party management expansion.""},{""ti…","[{""title"":""Resort and Lifestyle"",""description"":""Track record includes resort/lifestyle and experience-led repositioning contexts.""},{""title"":""Conversion and Repositioning"",""description"":""Demonstrated reflag/repositioning execution including major renovation programs.""},{""title"":""Third-Party Management"",""description"":""CALA growth strategy explicitly includes third-party management expansion.""},{""title"":""Gateway + Leisure Blend"",""description"":""Portfolio and case-study mix includes both urban gateway and destination leisure demand patterns.""}]"
Owner Value & Engagement,ov_card_discipline,Discipline & Controls * Max 500. Accountability and SOPs—not reporting frequency.,Change,"Arbor Lodging (CALA) presents as a disciplined, owner-aligned regional platform with a Mexico City hub integrated into a vertically integrated parent company—third-party management is an explicit growth priority.","We run accountable operating rhythms: brand QA calendars, SOP consistency, procurement discipline, and finance controls supported by regional leaders and U.S. shared services. Issues surface early with corrective plans, timelines, and owner visibility when trade-offs affect guest experience or economics."
Owner Value & Engagement,ov_card_commercial,Commercial Engine * Max 500. Demand and revenue—not fee structure (Deal Terms).,Change,"Commercial depth combines regional sales and revenue management with U.S. platform support and approved brand relationships across Marriott, Hilton, Hyatt, and IHG.","Arbor Lodging (CALA) pairs in-market commercial leadership with enterprise revenue management, sales, and marketing discipline. We align pricing, channel mix, and group/leisure strategy to each destination’s demand cycle, with governance on discounting and displacement so owners see how commercial decisions connect to GOP."
Owner Value & Engagement,ov_card_communication,Insight to Action * Max 500. How decisions get made—not the calendar of reports.,Change,"Owner communication emphasizes predictability: monthly reviews, quarterly strategy touchpoints, and documented decisions—even where public pack templates are not published.","Owners receive a predictable cadence—monthly operating and financial readouts and deeper quarterly business reviews—with a clear path from insight to decision to action. Material decisions include documented rationale so ownership, asset managers, and brand partners stay aligned."
Owner Value & Engagement,ov_card_flexibility,"Flexibility & Tradeoffs * Max 500. Balancing owner, brand, and local constraints.",Change,CALA expansion is thoughtful and relationship-led; the company highlights creative solutions for independent owners and conversion-oriented assets.,"CALA assets require pragmatic trade-offs across brand standards, labor, seasonality, and owner objectives. We present data-backed options and staged investments rather than rigid playbooks—especially for conversions, soft brands, and resort-oriented product."
Owner Value & Engagement,ov_card_risk,Continuity & Escalation * Max 500. Incidents and recovery—don’t repeat Basics risk checklists.,Change,"Primary evaluation lens: CALA is scaling from a established Mexico base—continuity strength is Arbor’s U.S. platform, brand approvals, and investment discipline.","Risk programs cover life safety, security, business continuity, insurance coordination, and crisis communications, scaled to asset type and location. Regional leadership coordinates with property teams, brands, and local counsel."
Owner Value & Engagement,ov_cluster_interaction,Interaction Rhythm (Optional) Bullets: touchpoints. Skip if Owner Relations already states this.,Change,"Monthly operating and financial reviews, quarterly strategy sessions, and ad-hoc escalation for capex, brand, or commercial decisions—with materials in advance and tracked actions.","Monthly operating and financial reviews, quarterly strategy sessions, and ad-hoc escalation for capex, brand, or commercial decisions—with materials in advance and tracked actions."
Owner Value & Engagement,ov_cluster_deliverables,Deliverable Labels (Optional) Name packs only if different from Report types in Performance.,Change,"Operating plans, forecasts, labor and productivity analytics, commercial pacing, capex trackers, brand QA status, and guest insight summaries—scaled to lender and owner requirements.","Operating plans, forecasts, labor and productivity analytics, commercial pacing, capex trackers, brand QA status, and guest insight summaries—scaled to lender and owner requirements."
Owner Value & Engagement,ownerEngagementNarrative,Decision Support (Optional) Max 500. Interpretation help—not another cadence list.,Change,Arbor Lodging (CALA) is built for owners who want a long-term partner with local presence in Mexico and a credible path into broader CALA markets—backed by a vertically integrated platform and approved brand relationships.,Arbor Lodging (CALA) is built for owners who want a long-term partner with local presence in Mexico and a credible path into broader CALA markets—backed by a vertically integrated platform and approved brand relationships.
Owner Value & Engagement,ov_strategic_owner_value_json,Strategic owner value (JSON),Keep,"Arbor Lodging (CALA) pairs in-market commercial leadership with enterprise revenue management, sales, and marketing discipline. We align pricing, channel mix, and group/leisure strategy to each destination’s demand cycle, with governance on discounting and displacement so owners see how commercial decisions connect to GOP.","Arbor Lodging (CALA) pairs in-market commercial leadership with enterprise revenue management, sales, and marketing discipline. We align pricing, channel mix, and group/leisure strategy to each destination’s demand cycle, with governance on discounting and displacement so owners see how commercial decisions connect to GOP."
Owner Value & Engagement,ov_engagement_cadence_json,Owner engagement cadence (JSON),Keep,"Arbor Lodging (CALA) pairs in-market commercial leadership with enterprise revenue management, sales, and marketing discipline. We align pricing, channel mix, and group/leisure strategy to each destination’s demand cycle, with governance on discounting and displacement so owners see how commercial decisions connect to GOP.","Arbor Lodging (CALA) pairs in-market commercial leadership with enterprise revenue management, sales, and marketing discipline. We align pricing, channel mix, and group/leisure strategy to each destination’s demand cycle, with governance on discounting and displacement so owners see how commercial decisions connect to GOP."
Owner Value & Engagement,ov_controls_governance_json,Controls & governance (JSON),Keep,"Arbor Lodging (CALA) pairs in-market commercial leadership with enterprise revenue management, sales, and marketing discipline. We align pricing, channel mix, and group/leisure strategy to each destination’s demand cycle, with governance on discounting and displacement so owners see how commercial decisions connect to GOP.","Arbor Lodging (CALA) pairs in-market commercial leadership with enterprise revenue management, sales, and marketing discipline. We align pricing, channel mix, and group/leisure strategy to each destination’s demand cycle, with governance on discounting and displacement so owners see how commercial decisions connect to GOP."
Owner Value & Engagement,ov_reports_received_json,Reports owners receive (JSON),Keep,"Arbor Lodging (CALA) pairs in-market commercial leadership with enterprise revenue management, sales, and marketing discipline. We align pricing, channel mix, and group/leisure strategy to each destination’s demand cycle, with governance on discounting and displacement so owners see how commercial decisions connect to GOP.","Arbor Lodging (CALA) pairs in-market commercial leadership with enterprise revenue management, sales, and marketing discipline. We align pricing, channel mix, and group/leisure strategy to each destination’s demand cycle, with governance on discounting and displacement so owners see how commercial decisions connect to GOP."
Owner Value & Engagement,ov_owner_tools_json,Owner tools & support channels (JSON),Keep,"Arbor Lodging (CALA) pairs in-market commercial leadership with enterprise revenue management, sales, and marketing discipline. We align pricing, channel mix, and group/leisure strategy to each destination’s demand cycle, with governance on discounting and displacement so owners see how commercial decisions connect to GOP.","Arbor Lodging (CALA) pairs in-market commercial leadership with enterprise revenue management, sales, and marketing discipline. We align pricing, channel mix, and group/leisure strategy to each destination’s demand cycle, with governance on discounting and displacement so owners see how commercial decisions connect to GOP."
Owner Value & Engagement,ov_lifecycle_support_json,Owner support across asset lifecycle (JSON),Keep,"Arbor Lodging (CALA) pairs in-market commercial leadership with enterprise revenue management, sales, and marketing discipline. We align pricing, channel mix, and group/leisure strategy to each destination’s demand cycle, with governance on discounting and displacement so owners see how commercial decisions connect to GOP.","Arbor Lodging (CALA) pairs in-market commercial leadership with enterprise revenue management, sales, and marketing discipline. We align pricing, channel mix, and group/leisure strategy to each destination’s demand cycle, with governance on discounting and displacement so owners see how commercial decisions connect to GOP."
Owner Value & Engagement,portfolioMetricsAsOf,portfolioMetricsAsOf,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,portfolioValue,portfolioValue,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,annualRevenueManaged,annualRevenueManaged,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,portfolioGrowthRate,portfolioGrowthRate,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,minPropertySize,minPropertySize,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,maxPropertySize,maxPropertySize,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,avgContractTerm,avgContractTerm,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,feeStructure,feeStructure,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,revparImprovement,revparImprovement,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,occupancyImprovement,occupancyImprovement,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,noiImprovement,noiImprovement,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,ownerRetention,ownerRetention,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,renewalRate,renewalRate,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,turnaroundCount,turnaroundCount,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,stabilizationTime,stabilizationTime,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,ov_q_touchpoints,Review touchpoints / quarter * Required for your public profile. Formal owner review touchpoints per quarter. Align with Owner Value content if you use it.,Review,(empty),"Arbor Lodging (CALA) pairs in-market commercial leadership with enterprise revenue management, sales, and marketing discipline. We align pricing, channel mix, and group/leisure strategy to each destination’s demand cycle, with governance on discounting and displacement so owners see how commercial decisions connect to GOP."
Owner Value & Engagement,reportingFrequency,reportingFrequency,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,reportTypes,"Report Types Provided P&L, cash flow, budget vs. actual, etc.",Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,budgetProcess,budgetProcess,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,capexPlanning,capexPlanning,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,capexTolerance,capexTolerance,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,performanceReviews,performanceReviews,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,communicationStyle,communicationStyle,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,ownerInvolvement,ownerInvolvement,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,operatingCollaborationMode,operatingCollaborationMode,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,ownerResponseTime,ownerResponseTime,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,decisionMaking,decisionMaking,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,disputeResolution,disputeResolution,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,concernResolutionTime,concernResolutionTime,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,ownerAdvisoryBoard,ownerAdvisoryBoard,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,ownerEducation,ownerEducation,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,ownerReferences,ownerReferences,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,industryRecognition,industryRecognition,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,ownerSatisfactionScore,ownerSatisfactionScore,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,lenderReferences,lenderReferences,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,majorLenders,majorLenders,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,specializations,specializations,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,ownerPortalFeatures,ownerPortalFeatures,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Owner Value & Engagement,additionalNotes,additionalNotes,Review,(empty),Arbor Lodging (CALA): owner-ready language based on public company materials—have Legal/Comms confirm before external use.
Infrastructure & Data,infra_kpi_reporting,Reporting Systems * Count distinct reporting systems or engines in production—not every report name.,Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,infra_kpi_revenue,"Revenue Systems * Count revenue-related systems you operate (RMS, pricing, channel tools, etc.).",Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,infra_kpi_exec,"Execution Platform * Short phrase for operating model—e.g. centralized, regional hubs, hybrid, or similar.",Keep,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,infra_kpi_tools,"Owner Tools * Count owner-facing tools or portals—dashboards, apps, data rooms, etc.",Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,infra_asset_management_reporting,Asset Management & Reporting * What owners and asset managers receive on a rhythm (max 800 characters). One line per deliverable.,Keep,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,infra_systems_technology,"Systems & Technology * Core stack (max 800 characters). One line per layer—PMS, RMS, BI, accounting, workflows.",Keep,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,systems_inventory_lines,"Line-Item Systems & Integrations e.g. CRM, ticketing, data warehouse, single sign-on—one per line (max 800).",Keep,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,infra_signal_uptime,Platform Uptime Sla * Pick the range that matches your committed or typical platform availability.,Change,Not Measured / N/A,Not Measured / N/A
Infrastructure & Data,infra_signal_incident,Critical Incident Response * Target time to first response for critical incidents—pick the closest band.,Change,Not Measured / N/A,Not Measured / N/A
