airtable_table_name,airtable_table_id,airtable_field_name,airtable_field_id,airtable_field_type,select_options,read_by_code_current,written_by_code_current,appears_in_ui_current,appears_in_snapshot_current,appears_in_scoring_current,classification,evidence_current_source,evidence_prior_report,conflict_prior_vs_current,confirmation_status
Operator Setup - Profile & Positioning,tblNHCPoYI7Dz23wK,brand_conversion_project_count,fldAnMlUrmwpeSFJv,singleLineText,,No/Unclear,Yes/Partial,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,,,Partially Confirmed (schema + code scans)
Operator Setup - Profile & Positioning,tblNHCPoYI7Dz23wK,brandedVsIndependentMix,fldjxfUeqVflprVqW,singleLineText,,Yes,Yes/Partial,No/Unclear,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,company_name,fldujVKy852kgHmcT,singleLineText,,Yes,Yes/Partial,No/Unclear,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,cap_profile_operational,fld2KcILAn5d5KKaR,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,Operator,fldffeqxMA5iHiL8r,multipleRecordLinks,,Yes,Yes/Partial,Yes,Yes/Partial,Yes/Partial,System/link/derived,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,cap_kpi_operating_model,fldla8Og0LXWTnQcB,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,cap_kpi_execution_strength,fldekVQMkQubEZWQO,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,cap_kpi_transition,fldFx2G5cNzUY5pAY,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,cap_kpi_reporting,fldyA5IlHAXdEhpKb,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,cap_profile_commercial,fldfbME0VzWg1rBeH,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,cap_profile_transition,fldFf3jfSEWAK0Gf1,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,cap_card_asset_positioning,fldc1SwCWS2axCFaV,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,cap_card_service_diff,fldHXyhjhKCgHzFmV,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,cap_card_execution_rel,fldDRW7fmT4nDnnZH,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,cap_card_governance,fldBy5aDHWjlqMxks,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,cap_deep_revenue_systems,fldki9kAdYeit4oUR,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,cap_deep_execution_infra,fld7O1aIbrB6vukOa,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,cap_signal_budget,fldDFWhKnyEZTGggX,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,cap_signal_lift,fldffcgJL0pNF0Xtl,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,cap_signal_trans,fldIHNIK6SH8lRZdi,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_na_existing_hotels,fldy3vSR9QEO3JU2d,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_na_existing_rooms,flddKqRaKd7P2S41S,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_na_pipeline_hotels,fldLFjuoVw5k0mcQF,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_na_pipeline_rooms,fldurGWlx1yeeANu3,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_na_total_hotels,fldlpcEht1FFeASyy,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_na_total_rooms,fld7CobqluAHlMMF6,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_cala_existing_hotels,fldL1Puj1jbEp8fzj,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_cala_existing_rooms,fld2ZslZSQFWp42c8,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_cala_pipeline_hotels,fldTdGVk6GGo53Qza,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_cala_pipeline_rooms,flddMZZlYOVWWBJuk,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_cala_total_hotels,fldPcM7nvHyYZyDPJ,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_cala_total_rooms,fldCIEf4IBSMCzjJB,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_eu_existing_hotels,fldmnvIvPojf9iY6R,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_eu_existing_rooms,fldvu847y1LT8HTba,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_eu_pipeline_hotels,fldWTCBstdyihBwbo,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_eu_pipeline_rooms,fldy2zm3F4HNlBly1,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_eu_total_hotels,fldYmz9QS0QM6G1PK,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_eu_total_rooms,fldmORg1BEoKIqLXR,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_mea_existing_hotels,fldVqIIiiKpVwI58p,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_mea_existing_rooms,fldRrSoZix2xDXowB,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_mea_pipeline_hotels,fld9El8blVgJW5IuY,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_mea_pipeline_rooms,fldEO2q31IHpqRwoZ,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_mea_total_hotels,fldfaH8vQKL1Yl7Ai,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_mea_total_rooms,fld8qWEjRYvv3o0oj,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_apac_existing_hotels,fldeVcr9RAzYlUxUw,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_apac_existing_rooms,fldTwWpZLhwlDIlfi,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_apac_pipeline_hotels,fldFCxal5BlrVy3AI,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_apac_pipeline_rooms,fldSBjnKt3y0SiEGt,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_apac_total_hotels,fld3wASk0YcBo2Kp9,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_apac_total_rooms,fldVf2GgDRaclNNAy,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_total_existing_hotels,fldcYASIIMqk5pem4,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_total_existing_rooms,fldU1P00b5LHNgWup,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_total_pipeline_hotels,fldMlONrJHN5MuqWI,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_total_pipeline_rooms,fldPKU1qrA3B9dUXZ,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_total_total_hotels,fldlN5VUKXDRRe4sJ,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,geo_total_total_rooms,fld6IMr6jRsL5HHyi,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,numberOfMarkets,fldlV7P4bfw3gnli8,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,specificMarkets,fldMfD4UZI9atjPx8,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,luxuryExistingProperties,fldDBb1GQGC42eVFl,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,luxuryExistingRooms,fld0wM5QnSEONK0Fc,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,luxuryPipelineProperties,fldf6IyC2qmt0z8dk,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,luxuryPipelineRooms,fldQibVTtadkJqFug,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,luxuryProperties,fldoJ9YRjr3G5Yiv2,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,luxuryRooms,fldFpcqHh4joQCNsq,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,luxuryAvgStaff,fldx3mlY3cmTca0Ei,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upperUpscaleExistingProperties,fldKNXcykr6gtUBK5,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upperUpscaleExistingRooms,fldlZfjRcqu6ygwfE,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upperUpscalePipelineProperties,flds2EhAEm7uCtJX0,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upperUpscalePipelineRooms,fld4YitQcUkVL4Sa7,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upperUpscaleProperties,fldv1bC3O4thLB9Sb,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upperUpscaleRooms,fldnlu8ozSoXtlzhx,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upperUpscaleAvgStaff,fldM5NXJHCfh35cwA,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upscaleExistingProperties,fldNpHR4DBubk6Fjw,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upscaleExistingRooms,fldoapiAHLXhRMjuJ,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upscalePipelineProperties,fldpt0bztAgZP8RB7,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upscalePipelineRooms,fldNQ0yHzRpw2wiK6,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upscaleProperties,fldAzGfuqIJYageRG,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upscaleRooms,fld25pcmuKQlMa8FO,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upscaleAvgStaff,fldsmHkVOeSNHuxfk,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upperMidscaleExistingProperties,fld57lHdHh3qHWHVL,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upperMidscaleExistingRooms,fld7hSpcL8vIZwyYD,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upperMidscalePipelineProperties,fldj6yusCxIkfeiLR,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upperMidscalePipelineRooms,fldTYrQuFzWSb4MEz,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upperMidscaleProperties,fldUNMzQ9Qlghguid,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upperMidscaleRooms,fldGvUFQRLr71vSAt,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,upperMidscaleAvgStaff,flduUhyyaN8XGuEFd,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
